tale,NOUN,7
city,NOUN,45
charles,NOUN,79
state,NOUN,76
part,NOUN,50
cost,NOUN,7
almost,ADV,42
may,VERB,135
give,VERB,48
reuse,VERB,2
term,NOUN,30
license,NOUN,16
wwwgutenbergorg,NOUN,5
check,VERB,5
law,NOUN,38
using,VERB,10
title,VERB,1
french,ADJ,43
author,NOUN,1
release,NOUN,4
date,NOUN,8
recently,ADV,3
december,NOUN,2
character,NOUN,21
set,VERB,49
encoding,VERB,1
utf8,ADJ,1
gutenberg,VERB,2
ebook,VERB,2
produced,VERB,12
david,NOUN,2
firstrecalled,VERB,2
life,NOUN,148
mail,NOUN,23
iii,VERB,3
iv,VERB,1
vi,VERB,1
golden,ADJ,29
thread,NOUN,6
five,NUM,36
later,ADV,4
sight,NOUN,38
congratulatory,NOUN,2
hundred,NOUN,14
people,NOUN,137
vii,NOUN,3
town,NOUN,14
viii,NOUN,4
x,NUM,1
picture,NOUN,10
fellow,NOUN,29
xiii,VERB,1
xiv,VERB,2
honest,ADJ,12
xv,NUM,1
knitting,NOUN,20
xvi,NOUN,2
still,ADV,97
one,NUM,392
xviii,NUM,1
nine,NUM,14
xx,VERB,1
footstep,NOUN,23
xxiii,NOUN,2
rise,NOUN,5
drawn,NOUN,6
rock,NOUN,7
track,NOUN,5
calm,NOUN,5
triumph,NOUN,7
knock,NOUN,2
door,NOUN,140
hand,NOUN,349
game,NOUN,9
xi,NUM,1
dusk,NOUN,4
xii,NOUN,3
darkness,NOUN,28
fiftytwo,NOUN,7
die,VERB,17
time,NOUN,297
age,NOUN,23
wisdom,NOUN,2
incredulity,NOUN,1
season,NOUN,8
light,NOUN,74
spring,NOUN,5
hope,NOUN,43
winter,NOUN,10
despair,NOUN,5
u,PRON,106
nothing,NOUN,131
direct,ADJ,6
wayin,NOUN,1
present,ADJ,34
superlative,ADJ,1
degree,NOUN,18
comparison,NOUN,4
plain,NOUN,15
face,NOUN,175
fair,ADJ,17
clearer,NOUN,1
crystal,NOUN,1
preserve,NOUN,1
general,ADJ,30
settled,VERB,3
lord,NOUN,28
spiritual,ADJ,2
revelation,NOUN,1
conceded,VERB,1
england,VERB,6
favoured,VERB,3
mr,NOUN,552
southcott,NOUN,1
attained,VERB,1
blessed,VERB,6
birthday,NOUN,3
prophetic,ADJ,3
guard,NOUN,33
heralded,VERB,2
sublime,ADJ,1
london,NOUN,24
westminster,NOUN,2
cocklane,NOUN,2
supernaturally,ADV,1
deficient,NOUN,1
originality,NOUN,1
rapped,VERB,2
mere,ADJ,21
order,NOUN,21
event,NOUN,8
english,ADJ,39
crown,NOUN,4
british,ADJ,5
subject,NOUN,15
proved,VERB,3
important,ADJ,7
communication,NOUN,9
chicken,NOUN,1
whole,NOUN,7
trident,NOUN,1
rolled,VERB,11
exceeding,VERB,1
hill,NOUN,32
making,VERB,31
paper,NOUN,70
christian,ADJ,6
besides,ADP,13
humane,NOUN,2
